tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,p1_games,p2_games,score,p_win
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,16.34,Etcheverry T.,15.54,Djokovic N.,1,61,6775,826,1.11,6.5,13,8,7-6 6-2,0
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Fils A.,15.26,Rune H.,16.05,Rune H.,119,7,520,3865,5.5,1.14,6,12,3-6 3-6,1
Internazionali BNL d'Italia,5/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,15.94,Rinderknech A.,15.06,Ruud C.,4,89,5165,711,1.17,5.0,12,4,6-4 6-0,0
Internazionali BNL d'Italia,5/13/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Molcan A.,15.32,Rublev A.,16.07,Rublev A.,59,6,830,4190,5.0,1.17,7,12,3-6 4-6,1
Internazionali BNL d'Italia,5/13/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,15.57,Monteiro T.,14.88,Coric B.,16,98,2240,627,1.36,3.2,18,18,4-6 7-6 7-6,0
Internazionali BNL d'Italia,5/13/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Evans D.,15.48,Carballes Baena R.,15.29,Carballes Baena R.,24,51,1480,876,2.2,1.67,17,18,6-7 7-5 4-6,1
Internazionali BNL d'Italia,5/13/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Nishioka Y.,15.61,Sonego L.,15.63,Sonego L.,32,48,1171,890,2.75,1.44,8,13,5-7 3-6,1
Internazionali BNL d'Italia,5/13/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,15.73,Pella G.,15.11,Davidovich Fokina A.,34,484,1115,80,1.17,5.0,13,6,6-0 7-6,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista Agut R.,15.72,Cecchinato M.,14.69,Cecchinato M.,25,83,1475,720,1.53,2.5,4,12,2-6 2-6,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,16.32,Ruusuvuori E.,15.69,Medvedev D.,3,43,5330,957,1.4,3.0,12,6,6-4 6-2,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,16.13,Hanfmann Y.,15.15,Hanfmann Y.,9,101,3380,602,1.44,2.75,5,12,4-6 1-6,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,16.1,Borges N.,15.36,Tsitsipas S.,5,88,5015,713,1.11,6.5,12,6,6-3 6-3,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Arnaldi M.,14.79,Musetti L.,15.76,Musetti L.,99,19,608,1960,3.2,1.36,8,12,4-6 4-6,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Marozsan F.,14.58,Lehecka J.,15.66,Marozsan F.,135,39,441,992,2.75,1.44,17,13,4-6 6-1 7-6,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Altmaier D.,15.15,Tiafoe F.,15.73,Tiafoe F.,65,12,792,2755,2.5,1.53,14,16,6-3 5-7 3-6,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,15.85,Goffin D.,15.29,Zverev A.,22,107,1630,570,1.22,4.33,17,14,5-7 6-3 6-4,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Safiullin R.,15.16,Popyrin A.,15.26,Popyrin A.,103,77,586,726,2.1,1.73,10,14,5-7 5-7,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Cerundolo F.,15.37,Barrere G.,15.42,Cerundolo F.,31,63,1200,813,1.36,3.2,18,11,6-7 6-2 6-2,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Fognini F.,15.22,Rune H.,16.05,Rune H.,130,7,468,3865,4.5,1.2,6,12,4-6 2-6,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,16.34,Dimitrov G.,15.81,Djokovic N.,1,33,6775,1125,1.14,5.5,16,10,6-3 4-6 6-1,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Bublik A.,15.42,Ruud C.,15.94,Ruud C.,49,4,880,5165,5.0,1.17,13,17,1-6 6-4 6-7,1
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Norrie C.,15.67,Fucsovics M.,15.3,Norrie C.,13,92,2680,691,1.44,2.75,13,8,6-2 7-6,0
Internazionali BNL d'Italia,5/14/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Shevchenko A.,14.67,Sinner J.,16.27,Sinner J.,93,8,657,3525,8.0,1.08,12,18,3-6 7-6 2-6,1
Internazionali BNL d'Italia,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Coric B.,15.6,Carballes Baena R.,15.32,Coric B.,16,51,2240,876,1.44,2.75,13,7,7-6 6-1,0
Internazionali BNL d'Italia,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Cecchinato M.,14.7,Hanfmann Y.,15.16,Hanfmann Y.,83,101,720,602,2.1,1.73,13,16,4-6 6-4 3-6,1
Internazionali BNL d'Italia,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Marozsan F.,14.65,Alcaraz C.,16.3,Marozsan F.,135,2,441,6770,23.0,1.01,13,9,6-3 7-6,0
Internazionali BNL d'Italia,5/15/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Davidovich Fokina A.,15.73,Rublev A.,16.07,Rublev A.,34,6,1115,4190,2.63,1.5,9,13,6-7 3-6,1
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,16.1,Sonego L.,15.63,Tsitsipas S.,5,48,5015,890,1.2,4.5,13,9,6-3 7-6,0
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tiafoe F.,15.74,Musetti L.,15.78,Musetti L.,12,19,2755,1960,2.75,1.44,14,17,7-5 4-6 3-6,1
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Rune H.,16.04,Popyrin A.,15.27,Rune H.,7,77,3865,726,1.17,5.0,17,15,6-4 5-7 6-4,0
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Norrie C.,15.67,Djokovic N.,16.35,Djokovic N.,13,1,2680,6775,5.0,1.17,7,12,3-6 4-6,1
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Ruud C.,15.95,Djere L.,15.42,Ruud C.,4,62,5165,825,1.4,3.0,12,4,6-1 6-3,0
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Sinner J.,16.28,Cerundolo F.,15.38,Cerundolo F.,8,31,3525,1200,1.13,6.0,11,18,7-6 2-6 2-6,1
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Hanfmann Y.,15.16,Rublev A.,16.07,Hanfmann Y.,101,6,602,4190,3.4,1.33,17,15,7-6 4-6 6-3,0
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Zverev A.,15.84,Medvedev D.,16.32,Medvedev D.,22,3,1630,5330,2.2,1.67,8,13,2-6 6-7,1
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Coric B.,15.6,Marozsan F.,14.65,Coric B.,16,135,2240,441,1.44,2.75,15,13,3-6 6-4 6-3,0
Internazionali BNL d'Italia,5/16/2023,Masters 1000,Outdoor,Clay,4th Round,3,Musetti L.,15.78,Tsitsipas S.,16.1,Tsitsipas S.,19,5,1960,5015,3.2,1.36,10,14,5-7 5-7,1
Internazionali BNL d'Italia,5/17/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Rune H.,16.04,Djokovic N.,16.35,Rune H.,7,1,3865,6775,3.4,1.33,16,10,6-2 4-6 6-2,0
Internazionali BNL d'Italia,5/17/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Cerundolo F.,15.38,Ruud C.,15.95,Ruud C.,31,4,1200,5165,2.3,1.62,10,13,6-7 4-6,1
Internazionali BNL d'Italia,5/18/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,16.32,Hanfmann Y.,15.16,Medvedev D.,3,101,5330,602,1.4,3.0,12,4,6-2 6-2,0
Internazionali BNL d'Italia,5/18/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Coric B.,15.6,Tsitsipas S.,16.1,Tsitsipas S.,16,5,2240,5015,3.75,1.29,7,12,3-6 4-6,1
Internazionali BNL d'Italia,5/20/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Rune H.,16.04,Ruud C.,15.95,Rune H.,7,4,3865,5165,1.57,2.38,18,13,6-7 6-4 6-2,0
Internazionali BNL d'Italia,5/20/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Tsitsipas S.,16.1,Medvedev D.,16.32,Medvedev D.,5,3,5015,5330,1.62,2.3,10,14,5-7 5-7,1
Internazionali BNL d'Italia,5/21/2023,Masters 1000,Outdoor,Clay,The Final,3,Medvedev D.,16.32,Rune H.,16.04,Medvedev D.,3,7,5330,3865,1.91,1.91,14,10,7-5 7-5,0
Geneva Open,5/21/2023,ATP250,Outdoor,Clay,1st Round,3,Shelton B.,15.45,Cecchinato M.,14.7,Cecchinato M.,733,73,1095,35,1.91,1.91,13,15,5-7 6-2 2-6,1
Geneva Open,5/21/2023,ATP250,Outdoor,Clay,1st Round,3,Eubanks C.,15.12,Paire B.,14.42,Eubanks C.,75,729,149,398,2.5,1.53,13,9,7-6 6-3,0
Geneva Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,15.6,Jarry N.,15.42,Jarry N.,862,54,899,51,1.91,1.91,6,12,4-6 2-6,1
Geneva Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Krajinovic F.,15.2,Mannarino A.,15.42,Mannarino A.,917,47,661,92,1.36,3.2,6,13,5-7 1-6,1
Geneva Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,15.38,Rincon D.,14.26,Carballes Baena R.,58,841,274,190,1.29,3.75,16,10,6-4 4-6 6-0,0
Geneva Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Giron M.,15.47,Bublik A.,15.43,Giron M.,74,730,48,915,2.1,1.73,12,4,6-0 6-4,0
Geneva Open,5/23/2023,ATP250,Outdoor,Clay,1st Round,3,Ivashka I.,15.44,Pella G.,15.11,Ivashka I.,86,696,421,105,1.57,2.38,13,9,6-4 7-5,0
Geneva Open,5/23/2023,ATP250,Outdoor,Clay,1st Round,3,Travaglia S.,14.19,Griekspoor T.,15.42,Griekspoor T.,1024,39,187,282,2.5,1.53,11,14,5-7 6-7,1
Geneva Open,5/23/2023,ATP250,Outdoor,Clay,2nd Round,3,Eubanks C.,15.14,Zverev A.,15.81,Zverev A.,1360,27,729,75,6.5,1.11,5,12,2-6 3-6,1
Geneva Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Mannarino A.,15.42,Ivashka I.,15.44,Ivashka I.,696,86,917,47,3.0,1.4,13,16,4-6 6-4 3-6,1
Geneva Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,16.12,Giron M.,15.47,Fritz T.,9,3390,74,730,1.33,3.4,16,11,4-6 6-2 6-3,0
Geneva Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,15.38,Dimitrov G.,15.85,Dimitrov G.,1125,33,841,58,3.0,1.4,5,12,1-6 4-6,1
Geneva Open,5/25/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Ivashka I.,15.44,Fritz T.,16.12,Fritz T.,3390,9,696,86,4.5,1.2,3,12,1-6 2-6,1
Geneva Open,5/25/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,15.96,Jarry N.,15.42,Jarry N.,862,54,4915,4,1.33,3.4,17,17,6-3 6-7 5-7,1
Geneva Open,5/26/2023,ATP250,Outdoor,Clay,Semifinals,3,Dimitrov G.,15.85,Fritz T.,16.12,Dimitrov G.,33,1125,9,3390,2.5,1.53,17,17,3-6 7-5 7-6,0
Geneva Open,5/26/2023,ATP250,Outdoor,Clay,Semifinals,3,Zverev A.,15.81,Jarry N.,15.42,Jarry N.,862,54,1360,27,1.44,2.75,9,13,6-7 3-6,1
Geneva Open,5/27/2023,ATP250,Outdoor,Clay,The Final,3,Jarry N.,15.42,Dimitrov G.,15.85,Jarry N.,54,862,33,1125,1.73,2.1,13,7,7-6 6-1,0
Lyon Open,5/21/2023,ATP250,Outdoor,Clay,1st Round,3,Barrere G.,15.44,Moutet C.,15.26,Barrere G.,55,846,61,823,1.57,2.38,12,6,6-4 6-2,0
Lyon Open,5/21/2023,ATP250,Outdoor,Clay,1st Round,3,Muller A.,14.85,Draper J.,15.99,Draper J.,832,60,639,100,2.1,1.73,5,12,2-6 3-6,1
Lyon Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Nakashima B.,15.51,Schwartzman D.,15.19,Nakashima B.,52,877,93,660,2.2,1.67,13,8,7-5 6-3,0
Lyon Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Roca Batalla O.,13.95,Kecmanovic M.,15.57,Kecmanovic M.,1055,36,163,310,7.0,1.1,4,12,1-6 3-6,1
Lyon Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,15.05,Harris L.,14.92,Rinderknech A.,78,725,306,165,1.67,2.2,12,6,6-4 6-2,0
Lyon Open,5/22/2023,ATP250,Outdoor,Clay,1st Round,3,Lopez San Martin A.,14.02,Goffin D.,15.3,Goffin D.,550,113,170,298,3.5,1.3,4,12,1-6 3-6,1
Lyon Open,5/23/2023,ATP250,Outdoor,Clay,1st Round,3,Baez S.,15.23,Fucsovics M.,15.39,Baez S.,44,955,80,720,1.67,2.2,13,10,6-4 7-6,0
Lyon Open,5/23/2023,ATP250,Outdoor,Clay,1st Round,3,Purcell M.,14.86,Llamas Ruiz P.,14.57,Llamas Ruiz P.,236,240,781,67,2.63,1.5,12,18,4-6 7-6 1-6,1
Lyon Open,5/23/2023,ATP250,Outdoor,Clay,2nd Round,3,Kecmanovic M.,15.57,Draper J.,15.99,Draper J.,832,60,1055,36,1.8,2.0,9,13,4-6 5-7,1
Lyon Open,5/23/2023,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,15.51,Rinderknech A.,15.05,Nakashima B.,52,877,78,725,1.91,1.91,15,17,7-6 1-6 7-5,0
Lyon Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Cachin P.,14.87,Baez S.,15.23,Baez S.,955,44,793,63,3.2,1.36,13,16,6-3 5-7 2-6,1
Lyon Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,15.95,Barrere G.,15.47,Paul T.,17,2135,55,846,1.5,2.63,17,15,7-6 4-6 6-3,0
Lyon Open,5/24/2023,ATP250,Outdoor,Clay,2nd Round,3,Goffin D.,15.3,Norrie C.,15.69,Norrie C.,2520,14,550,113,3.4,1.33,7,12,3-6 4-6,1
Lyon Open,5/25/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Draper J.,15.99,Cerundolo F.,15.49,Cerundolo F.,1345,28,832,60,2.63,1.5,13,16,6-4 4-6 3-6,1
Lyon Open,5/25/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Norrie C.,15.69,Baez S.,15.23,Norrie C.,14,2520,44,955,1.44,2.75,14,9,6-2 2-6 6-1,0
Lyon Open,5/25/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Paul T.,15.95,Nakashima B.,15.51,Nakashima B.,877,52,2135,17,1.44,2.75,9,13,3-6 6-7,1
Lyon Open,5/26/2023,ATP250,Outdoor,Clay,Semifinals,3,Cerundolo F.,15.49,Norrie C.,15.69,Cerundolo F.,28,1345,14,2520,2.2,1.67,12,3,6-3 6-0,0
Lyon Open,5/26/2023,ATP250,Outdoor,Clay,Semifinals,3,Nakashima B.,15.51,Fils A.,15.34,Fils A.,559,112,877,52,2.1,1.73,17,18,5-7 6-4 6-7,1
Lyon Open,5/27/2023,ATP250,Outdoor,Clay,The Final,3,Fils A.,15.34,Cerundolo F.,15.49,Fils A.,112,559,28,1345,3.75,1.29,13,8,6-3 7-5,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Lestienne C.,15.16,Khachanov K.,16.03,Khachanov K.,70,11,769,2945,21.0,1.02,18,22,6-3 6-1 2-6 1-6 3-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Hurkacz H.,15.71,Goffin D.,15.3,Hurkacz H.,14,111,2525,570,1.36,3.2,25,24,6-3 5-7 6-4 2-6 6-4,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Cressy M.,15.42,Ofner S.,14.71,Ofner S.,44,118,975,534,3.5,1.3,12,19,4-6 6-7 2-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,15.42,Martinez P.,14.71,Griekspoor T.,39,135,1034,448,2.1,1.73,21,24,6-4 2-6 0-6 7-5 6-3,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Kypson P.,14.48,Albot R.,14.7,Albot R.,329,113,154,564,3.2,1.36,12,22,3-6 2-6 6-4 1-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,15.64,Evans D.,15.46,Kokkinakis T.,108,25,587,1480,2.0,1.8,18,12,6-4 6-4 6-4,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Grenier H.,14.4,Fucsovics M.,15.39,Fucsovics M.,122,83,518,720,4.5,1.2,14,23,3-6 7-5 1-6 3-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,16.12,Vesely J.,14.56,Tsitsipas S.,5,455,4775,92,1.02,19.0,24,20,7-5 6-3 4-6 7-6,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Diaz Acosta F.,14.89,Kubler J.,15.3,Kubler J.,137,69,441,777,1.62,2.3,20,22,6-1 3-6 4-6 6-3 1-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Mcdonald M.,15.4,Korda S.,15.95,Korda S.,59,30,845,1265,2.63,1.5,13,19,4-6 5-7 4-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Nava E.,13.45,Carballes Baena R.,15.38,Carballes Baena R.,242,57,238,850,4.0,1.25,11,19,6-7 3-6 2-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Musetti L.,15.76,Ymer M.,15.25,Musetti L.,18,56,2040,876,1.2,4.5,19,11,7-5 6-2 6-4,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Djere L.,15.54,Rublev A.,16.07,Rublev A.,60,7,845,4270,4.33,1.22,14,21,1-6 6-3 3-6 4-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,15.24,Cazaux A.,14.6,Moutet C.,61,190,823,321,1.8,2.0,22,14,6-1 6-3 4-6 6-4,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,15.47,Sonego L.,15.64,Sonego L.,36,48,1095,925,3.0,1.4,16,21,4-6 6-3 3-6 3-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Shevchenko A.,14.91,Otte O.,15.24,Shevchenko A.,87,120,703,521,1.4,3.0,24,18,7-5 4-6 6-1 7-6,0
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Mannarino A.,15.42,Humbert U.,15.62,Humbert U.,47,40,937,1026,4.33,1.22,7,18,3-6 3-6 1-6,1
French Open,5/28/2023,Grand Slam,Outdoor,Clay,1st Round,5,Pouille L.,14.15,Rodionov J.,14.67,Pouille L.,675,134,40,452,1.73,2.1,18,9,6-2 6-4 6-3,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Nakashima B.,15.5,Shapovalov D.,15.84,Shapovalov D.,45,32,957,1210,1.73,2.1,24,26,4-6 5-7 6-4 6-3 3-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Norrie C.,15.71,Paire B.,14.56,Norrie C.,13,149,2565,398,1.11,6.5,26,22,7-5 4-6 3-6 6-1 6-4,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Ivashka I.,15.43,De Minaur A.,15.9,De Minaur A.,73,19,741,1870,3.75,1.29,12,23,1-6 7-5 1-6 3-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Karatsev A.,15.2,Popyrin A.,15.31,Karatsev A.,62,85,818,707,1.67,2.2,24,13,6-3 6-7 6-1 6-2,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Coria F.,15.09,Coric B.,15.63,Coric B.,96,16,656,2410,6.0,1.13,19,25,6-7 7-6 3-6 3-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Cachin P.,14.87,Thiem D.,15.49,Cachin P.,64,92,803,666,2.2,1.67,28,20,6-3 6-2 6-7 4-6 6-2,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Medjedovic H.,14.63,Giron M.,15.48,Giron M.,168,75,353,740,1.73,2.1,8,19,0-6 2-6 6-1 0-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Fils A.,15.38,Davidovich Fokina A.,15.76,Davidovich Fokina A.,63,34,807,1115,3.2,1.36,13,22,1-6 6-4 3-6 3-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,16.3,Cobolli F.,14.56,Alcaraz C.,1,159,6815,378,1.02,21.0,19,7,6-0 6-2 7-5,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Tiafoe F.,15.73,Krajinovic F.,15.21,Tiafoe F.,12,93,2790,661,1.2,4.5,18,9,6-3 6-4 6-2,0
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Cecchinato M.,14.81,Van Assche L.,15.28,Van Assche L.,72,82,742,725,2.0,1.8,5,18,1-6 1-6 3-6,1
French Open,5/29/2023,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,16.28,Muller A.,14.96,Sinner J.,9,101,3435,639,1.03,15.0,18,6,6-1 6-4 6-1,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Stricker D.,14.76,Paul T.,15.96,Paul T.,116,17,541,2170,3.4,1.33,9,18,3-6 2-6 4-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Jarry N.,15.44,Dellien H.,15.12,Jarry N.,35,160,1112,375,1.2,4.5,18,10,6-4 6-4 6-2,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Ymer E.,14.46,Ruud C.,15.96,Ruud C.,155,4,384,4960,10.0,1.06,9,18,4-6 3-6 2-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Vavassori A.,14.97,Kecmanovic M.,15.57,Vavassori A.,148,37,410,1065,3.0,1.4,28,31,5-7 2-6 7-6 7-6 7-6,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Thompson J.,15.28,Purcell M.,14.8,Purcell M.,76,68,737,781,1.73,2.1,19,20,5-7 6-1 4-6 4-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Molcan A.,15.36,Gaston H.,14.7,Molcan A.,86,109,705,580,1.57,2.38,19,11,6-1 7-6 6-4,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Harris L.,14.91,Zverev A.,15.82,Zverev A.,294,27,177,1450,11.0,1.05,13,20,6-7 6-7 1-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,14.65,Bublik A.,15.42,Zeppieri G.,129,51,478,915,1.73,2.1,27,20,6-0 4-6 4-6 6-3 7-5,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Ruusuvuori E.,15.76,Barrere G.,15.52,Ruusuvuori E.,46,58,956,850,1.53,2.5,29,21,6-2 6-7 5-7 6-1 6-4,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,15.03,Cerundolo F.,15.53,Cerundolo F.,81,23,725,1485,3.5,1.3,14,21,1-6 6-2 6-7 1-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,16.07,Eubanks C.,15.15,Rune H.,6,74,4375,740,1.02,19.0,22,18,6-4 3-6 7-6 6-2,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,15.69,Pella G.,15.19,Pella G.,88,423,686,105,1.36,3.2,29,28,4-6 7-6 6-2 6-7 6-7,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Mmoh M.,14.92,Fritz T.,16.13,Fritz T.,123,8,517,3470,19.0,1.02,4,18,2-6 1-6 1-6,1
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,15.86,Skatov T.,14.53,Dimitrov G.,29,147,1275,412,1.1,7.0,18,5,6-0 6-3 6-2,0
French Open,5/30/2023,Grand Slam,Outdoor,Clay,1st Round,5,Monteiro T.,15.07,Hanfmann Y.,15.26,Hanfmann Y.,98,65,652,791,3.2,1.36,26,31,3-6 5-7 7-6 7-6 4-6,1
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Kubler J.,15.3,Fognini F.,15.29,Fognini F.,69,130,777,468,2.63,1.5,12,19,4-6 6-7 2-6,1
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Ofner S.,14.71,Korda S.,15.95,Ofner S.,118,30,534,1265,2.5,1.53,19,13,6-3 7-6 6-4,0
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Carballes Baena R.,15.41,Tsitsipas S.,16.11,Tsitsipas S.,57,5,850,4775,8.0,1.08,11,19,3-6 6-7 2-6,1
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Sonego L.,15.7,Humbert U.,15.76,Sonego L.,48,40,925,1026,2.1,1.73,19,13,6-4 6-3 7-6,0
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,15.17,Borges N.,15.36,Schwartzman D.,95,80,660,727,1.73,2.1,19,13,7-6 6-4 6-3,0
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Arnaldi M.,15.13,Shapovalov D.,15.84,Shapovalov D.,106,32,592,1210,1.73,2.1,14,21,2-6 6-3 3-6 3-6,1
French Open,5/31/2023,Grand Slam,Outdoor,Clay,2nd Round,5,Daniel T.,15.37,Alcaraz C.,16.3,Alcaraz C.,112,1,566,6815,21.0,1.02,10,21,1-6 6-3 1-6 2-6,1
